"";"Фамилия";"ДатаРазмещения";"стоимость";"Марка";"Категория";"Клиент";"СтранаПолучателя";"СтранаПоставщика";"Цена"
"1624";"Новиков";1998-01-01;6459,99995470047;"Pate chinois";"Мясо/птица";"Old World Delicatessen";"США";"Канада";1080
"1625";"Бабкина";1998-01-07;11400;"Pate chinois";"Мясо/птица";"Rattlesnake Canyon Grocery";"США";"Канада";1080
"1626";"Кротов";1998-01-20;11400;"Pate chinois";"Мясо/птица";"Supremes delices";"Бельгия";"Канада";1080
"1627";"Бабкина";1998-01-27;9120;"Pate chinois";"Мясо/птица";"Old World Delicatessen";"США";"Канада";1080
"1628";"Воронова";1998-02-12;7580,99999405444;"Pate chinois";"Мясо/птица";"Let's Stop N Shop";"США";"Канада";1080
"1629";"Кралев";1998-02-19;6080;"Pate chinois";"Мясо/птица";"Maison Dewey";"Бельгия";"Канада";1080
"1630";"Акбаев";1998-03-12;6840;"Pate chinois";"Мясо/птица";"Bottom-Dollar Markets";"Канада";"Канада";1080
"1631";"Воронова";1998-03-20;3875,99997282028;"Pate chinois";"Мясо/птица";"Chop-suey Chinese";"Швейцария";"Канада";1080
"1632";"Воронова";1998-04-13;1900;"Pate chinois";"Мясо/птица";"Lonesome Pine Restaurant";"США";"Канада";1080
"1633";"Воронова";1998-04-16;7600;"Pate chinois";"Мясо/птица";"Chop-suey Chinese";"Швейцария";"Канада";1080
"1634";"Кротов";1996-07-04;1740;"Mishi Kobe Niku";"Мясо/птица";"Wartian Herkku";"Финляндия";"Япония";4365
"1635";"Крылова";1996-07-30;1112;"Mishi Kobe Niku";"Мясо/птица";"GROSELLA-Restaurante";"Венесуэлла";"Япония";4365
"1636";"Кротов";1996-07-31;5281,99999585748;"Mishi Kobe Niku";"Мясо/птица";"White Clover Markets";"США";"Япония";4365
"1637";"Акбаев";1996-08-02;6672;"Mishi Kobe Niku";"Мясо/птица";"Rattlesnake Canyon Grocery";"США";"Япония";4365
"1638";"Акбаев";1996-08-06;1946;"Mishi Kobe Niku";"Мясо/птица";"Vinette bistro";"Франция";"Япония";4365
"1639";"Бабкина";1996-08-16;834;"Mishi Kobe Niku";"Мясо/птица";"LILA-Supermercado";"Венесуэлла";"Япония";4365
"1640";"Кротов";1996-09-04;5560;"Mishi Kobe Niku";"Мясо/птица";"Blondel pere et fils";"Франция";"Япония";4365
"1641";"Белова";1996-10-09;11120;"Mishi Kobe Niku";"Мясо/птица";"Koniglich Essen";"Германия";"Япония";4365
"1642";"Бабкина";1996-10-16;5907,49995857477;"Mishi Kobe Niku";"Мясо/птица";"LILA-Supermercado";"Венесуэлла";"Япония";4365
"1643";"Воронова";1996-10-24;6950;"Mishi Kobe Niku";"Мясо/птица";"Frankenversand";"Германия";"Япония";4365
"1644";"Кротов";1996-12-04;8757;"Mishi Kobe Niku";"Мясо/птица";"Queen Cozinha";"Бразилия";"Япония";4365
"1645";"Акбаев";1996-12-23;6004,79999005795;"Mishi Kobe Niku";"Мясо/птица";"Ernst Handel";"Австрия";"Япония";4365
"1646";"Белова";1996-12-27;5838;"Mishi Kobe Niku";"Мясо/птица";"Frankenversand";"Германия";"Япония";4365
"1647";"Крылова";1997-02-04;2780;"Mishi Kobe Niku";"Мясо/птица";"Consolidated Holdings";"Великобритания";"Япония";4365
"1648";"Воронова";1997-02-27;11120;"Mishi Kobe Niku";"Мясо/птица";"Victuailles en stock";"Франция";"Япония";4365
"1649";"Кралев";1997-04-04;6950;"Mishi Kobe Niku";"Мясо/птица";"Lehmanns Marktstand";"Германия";"Япония";4365
"1650";"Акбаев";1997-05-06;3132;"Mishi Kobe Niku";"Мясо/птица";"Great Lakes Food Market";"США";"Япония";4365
"1651";"Крылова";1997-05-12;8352;"Mishi Kobe Niku";"Мясо/птица";"Folk och fa HB";"Швеция";"Япония";4365
"1652";"Белова";1997-05-14;7308;"Mishi Kobe Niku";"Мясо/птица";"Richter Supermarkt";"Швейцария";"Япония";4365
"1653";"Ясенева";1997-05-15;348;"Mishi Kobe Niku";"Мясо/птица";"B's Beverages";"Великобритания";"Япония";4365
"1654";"Новиков";1997-06-03;8352;"Mishi Kobe Niku";"Мясо/птица";"Simons bistro";"Дания";"Япония";4365
"1655";"Кротов";1997-06-20;10440;"Mishi Kobe Niku";"Мясо/птица";"Morgenstern Gesundkost";"Германия";"Япония";4365
"1656";"Кротов";1997-07-22;4176;"Mishi Kobe Niku";"Мясо/птица";"Save-a-lot Markets";"США";"Япония";4365
"1657";"Бабкина";1997-08-20;20880;"Mishi Kobe Niku";"Мясо/птица";"LINO-Delicateses";"Венесуэлла";"Япония";4365
"1658";"Кротов";1997-08-28;5220;"Mishi Kobe Niku";"Мясо/птица";"Maison Dewey";"Бельгия";"Япония";4365
"1659";"Бабкина";1997-11-14;12180;"Mishi Kobe Niku";"Мясо/птица";"Bottom-Dollar Markets";"Канада";"Япония";4365
"1660";"Ясенева";1997-11-18;2436;"Mishi Kobe Niku";"Мясо/птица";"QUICK-Stop";"Германия";"Япония";4365
"1661";"Воронова";1997-12-18;8873,99993777275;"Mishi Kobe Niku";"Мясо/птица";"Magazzini Alimentari Riuniti";"Италия";"Япония";4365
"1662";"Новиков";1997-12-26;3480;"Mishi Kobe Niku";"Мясо/птица";"Island Trading";"Великобритания";"Япония";4365
"1663";"Кротов";1998-01-02;12527,9999792576;"Mishi Kobe Niku";"Мясо/птица";"Reggiani Caseifici";"Италия";"Япония";4365
"1664";"Бабкина";1998-01-19;4697,99999222159;"Mishi Kobe Niku";"Мясо/птица";"Tradiero Hipermercados";"Бразилия";"Япония";4365
"1665";"Воронова";1998-03-04;3480;"Mishi Kobe Niku";"Мясо/птица";"Ana Trujillo Emparelados";"Мексика";"Япония";4365
"1666";"Крылова";1998-03-06;5568;"Mishi Kobe Niku";"Мясо/птица";"Bon app'";"Франция";"Япония";4365
"1667";"Кралев";1998-03-11;17400;"Mishi Kobe Niku";"Мясо/птица";"Save-a-lot Markets";"США";"Япония";4365
"1668";"Кралев";1998-03-18;1740;"Mishi Kobe Niku";"Мясо/птица";"Oceano Atlantico Ltda.";"Аргентина";"Япония";4365
"1669";"Крылова";1998-03-31;6960;"Mishi Kobe Niku";"Мясо/птица";"Eastern Connection";"Великобритания";"Япония";4365
"1670";"Белова";1998-04-01;696;"Mishi Kobe Niku";"Мясо/птица";"The Big Cheese";"США";"Япония";4365
"1671";"Бабкина";1998-04-14;12180;"Mishi Kobe Niku";"Мясо/птица";"QUICK-Stop";"Германия";"Япония";4365
"1672";"Белова";1996-10-09;1674;"Rossle Sauerkraut";"Фрукты";"Koniglich Essen";"Германия";"Германия";2052
"1673";"Кротов";1996-10-18;1860;"Rossle Sauerkraut";"Фрукты";"Wartian Herkku";"Финляндия";"Германия";2052
"1674";"Бабкина";1996-12-06;2790;"Rossle Sauerkraut";"Фрукты";"Hungry Coyote Import Store";"США";"Германия";2052
"1675";"Белова";1996-12-25;5859;"Rossle Sauerkraut";"Фрукты";"Save-a-lot Markets";"США";"Германия";2052
"1676";"Бабкина";1997-01-09;2232;"Rossle Sauerkraut";"Фрукты";"Oceano Atlantico Ltda.";"Аргентина";"Германия";2052
"1677";"Крылова";1997-01-13;3347,99999445677;"Rossle Sauerkraut";"Фрукты";"Wartian Herkku";"Финляндия";"Германия";2052
"1678";"Воронова";1997-01-27;6510;"Rossle Sauerkraut";"Фрукты";"Piccolo und mehr";"Австрия";"Германия";2052
"1679";"Кротов";1997-03-13;2232;"Rossle Sauerkraut";"Фрукты";"Pericles Comidas clasicas";"Мексика";"Германия";2052
"1680";"Акбаев";1997-04-11;16275;"Rossle Sauerkraut";"Фрукты";"Hungry Owl All-Night Grocers";"Ирландия";"Германия";2052
"1681";"Акбаев";1997-06-02;5579,99997921288;"Rossle Sauerkraut";"Фрукты";"Save-a-lot Markets";"США";"Германия";2052
"1682";"Крылова";1997-06-17;2173,87498475611;"Rossle Sauerkraut";"Фрукты";"Ernst Handel";"Австрия";"Германия";2052
"1683";"Воронова";1997-06-26;3313,12499740161;"Rossle Sauerkraut";"Фрукты";"Ottilies Kaseladen";"Германия";"Германия";2052
"1684";"Крылова";1997-08-07;4882,5;"Rossle Sauerkraut";"Фрукты";"Frankenversand";"Германия";"Германия";2052
"1685";"Бабкина";1997-08-08;697,5;"Rossle Sauerkraut";"Фрукты";"Ana Trujillo Emparelados";"Мексика";"Германия";2052
"1686";"Акбаев";1997-09-04;627,749998960644;"Rossle Sauerkraut";"Фрукты";"Great Lakes Food Market";"США";"Германия";2052
"1687";"Кротов";1997-09-19;6975;"Rossle Sauerkraut";"Фрукты";"Frankenversand";"Германия";"Германия";2052
"1688";"Белова";1997-11-07;3720;"Rossle Sauerkraut";"Фрукты";"Berglunds snabbkop";"Швеция";"Германия";2052
"1689";"Ясенева";1997-11-21;988,12499307096;"Rossle Sauerkraut";"Фрукты";"Wartian Herkku";"Финляндия";"Германия";2052
"1690";"Акбаев";1997-12-24;2789,99998960644;"Rossle Sauerkraut";"Фрукты";"Que Delicia";"Бразилия";"Германия";2052
"1691";"Воронова";1998-05-06;3487,5;"Rossle Sauerkraut";"Фрукты";"Bon app'";"Франция";"Германия";2052
"1692";"Белова";1998-05-06;225,525000155903;"Rossle Sauerkraut";"Фрукты";"Rattlesnake Canyon Grocery";"США";"Германия";2052
"1693";"Новиков";1996-08-09;7280;"Longlife Tofu";"Фрукты";"Morgenstern Gesundkost";"Германия";"Япония";450
"1694";"Воронова";1996-09-10;10192;"Longlife Tofu";"Фрукты";"Supremes delices";"Бельгия";"Япония";450
"1695";"Новиков";1996-09-23;1456;"Longlife Tofu";"Фрукты";"Die Wandernde Kuh";"Германия";"Япония";450
"1696";"Кралев";1996-10-02;5096;"Longlife Tofu";"Фрукты";"Tortuga Restaurante";"Мексика";"Япония";450
"1697";"Воронова";1996-11-22;10920;"Longlife Tofu";"Фрукты";"Blondel pere et fils";"Франция";"Япония";450
"1698";"Новиков";1996-11-29;4258,79999294877;"Longlife Tofu";"Фрукты";"Ernst Handel";"Австрия";"Япония";450
"1699";"Белова";1996-12-09;6187,99995660782;"Longlife Tofu";"Фрукты";"Seven Seas Imports";"Великобритания";"Япония";450
"1700";"Белова";1996-12-18;2184;"Longlife Tofu";"Фрукты";"Santu Gourmet";"Норвегия";"Япония";450
"1701";"Кралев";1997-01-07;13759,1999772191;"Longlife Tofu";"Фрукты";"Queen Cozinha";"Бразилия";"Япония";450
"1702";"Крылова";1997-02-12;4368;"Longlife Tofu";"Фрукты";"Reggiani Caseifici";"Италия";"Япония";450
"1703";"Крылова";1997-02-20;5460;"Longlife Tofu";"Фрукты";"Save-a-lot Markets";"США";"Япония";450
"1704";"Кралев";1997-02-26;10920;"Longlife Tofu";"Фрукты";"Supremes delices";"Бельгия";"Япония";450
"1705";"Кротов";1997-03-13;6552;"Longlife Tofu";"Фрукты";"Pericles Comidas clasicas";"Мексика";"Япония";450
"1706";"Воронова";1997-04-08;9120;"Longlife Tofu";"Фрукты";"LILA-Supermercado";"Венесуэлла";"Япония";450
"1707";"Акбаев";1997-04-09;3465,59999728203;"Longlife Tofu";"Фрукты";"La maison d'Asie";"Франция";"Япония";450
"1708";"Воронова";1997-04-17;1368;"Longlife Tofu";"Фрукты";"Blauer See Delikatessen";"Германия";"Япония";450
"1709";"Бабкина";1997-04-22;15960;"Longlife Tofu";"Фрукты";"Ernst Handel";"Австрия";"Япония";450
"1710";"Воронова";1997-05-21;3192;"Longlife Tofu";"Фрукты";"Lonesome Pine Restaurant";"США";"Япония";450
"1711";"Воронова";1997-08-07;4560;"Longlife Tofu";"Фрукты";"The Cracker Box";"США";"Япония";450
"1712";"Акбаев";1997-08-25;5130;"Longlife Tofu";"Фрукты";"Blauer See Delikatessen";"Россия";"Япония";450
"1713";"Кротов";1997-08-28;9120;"Longlife Tofu";"Фрукты";"Maison Dewey";"Бельгия";"Япония";450
"1714";"Воронова";1997-10-01;24623,9999592304;"Longlife Tofu";"Фрукты";"Vaffeljernet";"Дания";"Япония";450
"1715";"Белова";1997-11-07;9120;"Longlife Tofu";"Фрукты";"Berglunds snabbkop";"Швеция";"Япония";450
"1716";"Воронова";1997-11-13;1823,99999320507;"Longlife Tofu";"Фрукты";"White Clover Markets";"США";"Япония";450
"1717";"Акбаев";1997-12-30;10944;"Longlife Tofu";"Фрукты";"Seven Seas Imports";"Великобритания";"Япония";450
"1718";"Воронова";1998-02-06;1368;"Longlife Tofu";"Фрукты";"Wilman Kala";"Финляндия";"Япония";450
"1719";"Бабкина";1998-03-04;12311,9999796152;"Longlife Tofu";"Фрукты";"Berglunds snabbkop";"Швеция";"Япония";450
"1720";"Кралев";1998-03-10;3648;"Longlife Tofu";"Фрукты";"Cactus Comidas para llevar";"Аргентина";"Япония";450
"1721";"Белова";1998-03-16;912;"Longlife Tofu";"Фрукты";"Alfreds Futterkiste";"Германия";"Япония";450
"1722";"Белова";1998-03-25;9120;"Longlife Tofu";"Фрукты";"HILARION-Abastos";"Венесуэлла";"Япония";450
"1723";"Кралев";1998-04-08;30323,9999762177;"Longlife Tofu";"Фрукты";"Ernst Handel";"Австрия";"Япония";450
"1724";"Белова";1998-04-21;9120;"Longlife Tofu";"Фрукты";"LINO-Delicateses";"Венесуэлла";"Япония";450
"1725";"Крылова";1998-05-04;3100,79997825623;"Longlife Tofu";"Фрукты";"Queen Cozinha";"Бразилия";"Япония";450
"1726";"Кралев";1996-10-04;1120;"Manjimup Dried Apples";"Фрукты";"Pericles Comidas clasicas";"Мексика";"Австралия";2385
"1727";"Крылова";1996-10-21;448;"Manjimup Dried Apples";"Фрукты";"Victuailles en stock";"Франция";"Австралия";2385
"1728";"Новиков";1996-12-19;895,99999666214;"Manjimup Dried Apples";"Фрукты";"Seven Seas Imports";"Великобритания";"Австралия";2385
"1729";"Акбаев";1997-02-14;755,999998748302;"Manjimup Dried Apples";"Фрукты";"Toms Spezialitaten";"Германия";"Австралия";2385
"1730";"Бабкина";1997-02-18;1120;"Manjimup Dried Apples";"Фрукты";"Blondel pere et fils";"Франция";"Австралия";2385
"1731";"Бабкина";1997-04-24;420;"Manjimup Dried Apples";"Фрукты";"North/South";"Великобритания";"Австралия";2385
"1732";"Белова";1997-06-04;2100;"Manjimup Dried Apples";"Фрукты";"Around the Horn";"Великобритания";"Австралия";2385
"1733";"Новиков";1997-06-10;4900;"Manjimup Dried Apples";"Фрукты";"Ricardo Adocicados";"Бразилия";"Австралия";2385
"1734";"Ясенева";1997-07-02;237,99999833107;"Manjimup Dried Apples";"Фрукты";"Reggiani Caseifici";"Италия";"Австралия";2385
"1735";"Бабкина";1997-07-09;1680;"Manjimup Dried Apples";"Фрукты";"Old World Delicatessen";"США";"Австралия";2385
"1736";"Новиков";1997-08-05;350;"Manjimup Dried Apples";"Фрукты";"Laughing Bacchus Wine Cellars";"Канада";"Австралия";2385
"1737";"Новиков";1997-09-26;630;"Manjimup Dried Apples";"Фрукты";"Du monde entier";"Франция";"Австралия";2385
"1738";"Воронова";1997-10-31;280;"Manjimup Dried Apples";"Фрукты";"Familia Arquibaldo";"Бразилия";"Австралия";2385
"1739";"Белова";1997-11-07;1750;"Manjimup Dried Apples";"Фрукты";"Berglunds snabbkop";"Швеция";"Австралия";2385
"1740";"Бабкина";1997-11-12;1260;"Manjimup Dried Apples";"Фрукты";"Vinette bistro";"Франция";"Австралия";2385
"1741";"Бабкина";1997-11-28;4200;"Manjimup Dried Apples";"Фрукты";"Richter Supermarkt";"Швейцария";"Австралия";2385
"1742";"Бабкина";1997-12-08;997,499999217689;"Manjimup Dried Apples";"Фрукты";"Vaffeljernet";"Дания";"Австралия";2385
"1743";"Бабкина";1997-12-24;560;"Manjimup Dried Apples";"Фрукты";"Around the Horn";"Великобритания";"Австралия";2385
"1744";"Кралев";1998-01-01;1400;"Manjimup Dried Apples";"Фрукты";"Wellington Importadora";"Бразилия";"Австралия";2385
"1745";"Крылова";1998-01-30;560;"Manjimup Dried Apples";"Фрукты";"Lehmanns Marktstand";"Германия";"Австралия";2385
"1746";"Воронова";1998-02-26;930,999999269843;"Manjimup Dried Apples";"Фрукты";"Reggiani Caseifici";"Италия";"Австралия";2385
"1747";"Бабкина";1998-03-04;713,99999499321;"Manjimup Dried Apples";"Фрукты";"Hanari Carnes";"Бразилия";"Австралия";2385
"1748";"Воронова";1998-03-05;350;"Manjimup Dried Apples";"Фрукты";"La corne d'abondance";"Франция";"Австралия";2385
"1749";"Крылова";1998-03-19;398,999999687076;"Manjimup Dried Apples";"Фрукты";"Queen Cozinha";"Бразилия";"Австралия";2385
"1750";"Ясенева";1998-03-24;2239,99999165535;"Manjimup Dried Apples";"Фрукты";"Bolido Comidas preparadas";"Испания";"Австралия";2385
"1751";"Крылова";1998-04-03;1050;"Manjimup Dried Apples";"Фрукты";"LILA-Supermercado";"Венесуэлла";"Австралия";2385
"1752";"Бабкина";1998-04-06;700;"Manjimup Dried Apples";"Фрукты";"The Cracker Box";"США";"Австралия";2385
"1753";"Белова";1998-04-21;140;"Manjimup Dried Apples";"Фрукты";"Supremes delices";"Бельгия";"Австралия";2385
"1754";"Белова";1998-05-06;140;"Manjimup Dried Apples";"Фрукты";"Rattlesnake Canyon Grocery";"США";"Австралия";2385
"1755";"Воронова";1996-07-08;4016,24997183681;"Uncle Bob's Organic Dried Pears";"Фрукты";"Hanari Carnes";"Бразилия";"США";1350
"1756";"Воронова";1996-07-19;1890;"Uncle Bob's Organic Dried Pears";"Фрукты";"Ottilies Kaseladen";"Германия";"США";1350
"1757";"Новиков";1996-07-25;2400;"Uncle Bob's Organic Dried Pears";"Фрукты";"Blondel pere et fils";"Франция";"США";1350
"1758";"Воронова";1996-09-06;2400;"Uncle Bob's Organic Dried Pears";"Фрукты";"Ricardo Adocicados";"Бразилия";"США";1350
"1759";"Кралев";1996-09-18;600;"Uncle Bob's Organic Dried Pears";"Фрукты";"Ana Trujillo Emparelados";"Мексика";"США";1350
"1760";"Воронова";1996-09-26;3600;"Uncle Bob's Organic Dried Pears";"Фрукты";"Island Trading";"Великобритания";"США";1350
"1761";"Крылова";1996-12-12;3600;"Uncle Bob's Organic Dried Pears";"Фрукты";"Hungry Owl All-Night Grocers";"Ирландия";"США";1350
"1762";"Воронова";1996-12-20;3600;"Uncle Bob's Organic Dried Pears";"Фрукты";"Bottom-Dollar Markets";"Канада";"США";1350
"1763";"Бабкина";1997-01-21;863,999998569489;"Uncle Bob's Organic Dried Pears";"Фрукты";"Wellington Importadora";"Бразилия";"США";1350
"1764";"Белова";1997-02-21;2699,99999552965;"Uncle Bob's Organic Dried Pears";"Фрукты";"Around the Horn";"Великобритания";"США";1350
"1765";"Крылова";1997-03-17;1440;"Uncle Bob's Organic Dried Pears";"Фрукты";"HILARION-Abastos";"Венесуэлла";"США";1350
"1766";"Воронова";1997-03-25;6479,99998927116;"Uncle Bob's Organic Dried Pears";"Фрукты";"LINO-Delicateses";"Венесуэлла";"США";1350
"1767";"Ясенева";1997-04-15;1889,99999687076;"Uncle Bob's Organic Dried Pears";"Фрукты";"Koniglich Essen";"Германия";"США";1350
"1768";"Бабкина";1997-04-24;900;"Uncle Bob's Organic Dried Pears";"Фрукты";"North/South";"Великобритания";"США";1350
"1769";"Ясенева";1997-05-15;1050;"Uncle Bob's Organic Dried Pears";"Фрукты";"B's Beverages";"Великобритания";"США";1350
"1770";"Белова";1997-07-31;2137,49999832362;"Uncle Bob's Organic Dried Pears";"Фрукты";"Great Lakes Food Market";"США";"США";1350
"1771";"Воронова";1997-08-05;3000;"Uncle Bob's Organic Dried Pears";"Фрукты";"Island Trading";"Великобритания";"США";1350
"1772";"Воронова";1997-08-21;1687,5;"Uncle Bob's Organic Dried Pears";"Фрукты";"Die Wandernde Kuh";"Германия";"США";1350
"1773";"Кралев";1997-09-05;5699,99999552965;"Uncle Bob's Organic Dried Pears";"Фрукты";"Queen Cozinha";"Бразилия";"США";1350
"1774";"Крылова";1997-10-06;7500;"Uncle Bob's Organic Dried Pears";"Фрукты";"QUICK-Stop";"Германия";"США";1350
"1775";"Бабкина";1997-10-08;3375;"Uncle Bob's Organic Dried Pears";"Фрукты";"LINO-Delicateses";"Венесуэлла";"США";1350
"1776";"Воронова";1997-10-09;1139,99999910593;"Uncle Bob's Organic Dried Pears";"Фрукты";"Ernst Handel";"Австрия";"США";1350
"1777";"Воронова";1997-10-16;3569,99997496605;"Uncle Bob's Organic Dried Pears";"Фрукты";"Around the Horn";"Великобритания";"США";1350
"1778";"Бабкина";1997-11-28;6000;"Uncle Bob's Organic Dried Pears";"Фрукты";"Richter Supermarkt";"Швейцария";"США";1350
"1779";"Новиков";1997-12-16;5250;"Uncle Bob's Organic Dried Pears";"Фрукты";"LILA-Supermercado";"Венесуэлла";"США";1350
"1780";"Новиков";1998-01-01;750;"Uncle Bob's Organic Dried Pears";"Фрукты";"Laughing Bacchus Wine Cellars";"Канада";"США";1350
"1781";"Акбаев";1998-01-08;900;"Uncle Bob's Organic Dried Pears";"Фрукты";"Trail's Head Gourmet Provisioners";"США";"США";1350
"1782";"Крылова";1998-01-09;1350;"Uncle Bob's Organic Dried Pears";"Фрукты";"Folk och fa HB";"Швеция";"США";1350
"1783";"Белова";1998-01-20;1800;"Uncle Bob's Organic Dried Pears";"Фрукты";"Tortuga Restaurante";"Мексика";"США";1350
"1784";"Новиков";1998-01-22;4500;"Uncle Bob's Organic Dried Pears";"Фрукты";"Supremes delices";"Бельгия";"США";1350
"1785";"Белова";1998-01-23;3824,99997317791;"Uncle Bob's Organic Dried Pears";"Фрукты";"Victuailles en stock";"Франция";"США";1350
"1786";"Новиков";1998-01-29;600;"Uncle Bob's Organic Dried Pears";"Фрукты";"La corne d'abondance";"Франция";"США";1350
"1787";"Кралев";1998-02-10;5999,99997764826;"Uncle Bob's Organic Dried Pears";"Фрукты";"Folk och fa HB";"Швеция";"США";1350
"1788";"Акбаев";1998-02-12;4500;"Uncle Bob's Organic Dried Pears";"Фрукты";"Supremes delices";"Бельгия";"США";1350
"1789";"Белова";1998-02-20;337,5;"Uncle Bob's Organic Dried Pears";"Фрукты";"Wellington Importadora";"Бразилия";"США";1350
"1790";"Белова";1998-04-01;2399,9999910593;"Uncle Bob's Organic Dried Pears";"Фрукты";"QUICK-Stop";"Германия";"США";1350
"1791";"Ясенева";1998-04-13;4500;"Uncle Bob's Organic Dried Pears";"Фрукты";"Ernst Handel";"Австрия";"США";1350
"1792";"Кралев";1998-04-21;600;"Uncle Bob's Organic Dried Pears";"Фрукты";"Godos Cocina Tipica";"Испания";"США";1350
"1793";"Бабкина";1998-04-29;450;"Uncle Bob's Organic Dried Pears";"Фрукты";"North/South";"Великобритания";"США";1350
"1794";"Воронова";1998-04-30;1439,99999463558;"Uncle Bob's Organic Dried Pears";"Фрукты";"Reggiani Caseifici";"Италия";"США";1350
"1795";"Бабкина";1996-07-15;1248;"Tofu";"Фрукты";"Wellington Importadora";"Бразилия";"Япония";1046,25
"1796";"Воронова";1996-07-16;1560;"Tofu";"Фрукты";"HILARION-Abastos";"Венесуэлла";"Япония";1046,25
"1797";"Крылова";1996-08-27;1040;"Tofu";"Фрукты";"Comercio Mineiro";"Бразилия";"Япония";1046,25
"1798";"Крылова";1996-11-28;520;"Tofu";"Фрукты";"Galeria del gastrуnomo";"Испания";"Япония";1046,25
"1799";"Кралев";1996-11-28;728;"Tofu";"Фрукты";"Vaffeljernet";"Дания";"Япония";1046,25
"1800";"Крылова";1996-12-31;1456;"Tofu";"Фрукты";"Vaffeljernet";"Дания";"Япония";1046,25
"1801";"Воронова";1997-01-16;3640;"Tofu";"Фрукты";"Simons bistro";"Дания";"Япония";1046,25
"1802";"Крылова";1997-01-21;883,999993801117;"Tofu";"Фрукты";"Que Delicia";"Бразилия";"Япония";1046,25
"1803";"Воронова";1997-02-19;5147,99999147654;"Tofu";"Фрукты";"QUICK-Stop";"Германия";"Япония";1046,25
"1804";"Кралев";1997-03-24;2963,99999767542;"Tofu";"Фрукты";"White Clover Markets";"США";"Япония";1046,25
"1805";"Крылова";1997-03-31;618,799995660782;"Tofu";"Фрукты";"Furia Bacalhau e Frutos do Mar";"Португалия";"Япония";1046,25
"1806";"Бабкина";1997-04-03;520;"Tofu";"Фрукты";"Laughing Bacchus Wine Cellars";"Канада";"Япония";1046,25
"1807";"Кралев";1997-04-04;2600;"Tofu";"Фрукты";"Lehmanns Marktstand";"Германия";"Япония";1046,25
"1808";"Воронова";1997-05-30;1234,99999903142;"Tofu";"Фрукты";"Ottilies Kaseladen";"Германия";"Япония";1046,25
"1809";"Ясенева";1997-06-23;2340;"Tofu";"Фрукты";"Trail's Head Gourmet Provisioners";"США";"Япония";1046,25
"1810";"Белова";1997-07-02;2600;"Tofu";"Фрукты";"Que Delicia";"Бразилия";"Япония";1046,25
"1811";"Воронова";1997-07-07;7409,99999418855;"Tofu";"Фрукты";"Mere Paillarde";"Канада";"Япония";1046,25
"1812";"Крылова";1997-07-17;487,5;"Tofu";"Фрукты";"Vaffeljernet";"Дания";"Япония";1046,25
"1813";"Ясенева";1997-08-27;3412,5;"Tofu";"Фрукты";"Hungry Owl All-Night Grocers";"Ирландия";"Япония";1046,25
"1814";"Воронова";1997-09-05;8644,99999321997;"Tofu";"Фрукты";"QUICK-Stop";"Германия";"Япония";1046,25
"1815";"Белова";1997-10-02;2925;"Tofu";"Фрукты";"Hanari Carnes";"Бразилия";"Япония";1046,25
"1816";"Акбаев";1997-11-10;233,99999961257;"Tofu";"Фрукты";"Let's Stop N Shop";"США";"Япония";1046,25
"1817";"Новиков";1997-12-16;1950;"Tofu";"Фрукты";"LILA-Supermercado";"Венесуэлла";"Япония";1046,25
"1818";"Кротов";1998-01-02;2600;"Tofu";"Фрукты";"Reggiani Caseifici";"Италия";"Япония";1046,25
"1819";"Кротов";1998-01-09;1754,99999709427;"Tofu";"Фрукты";"LILA-Supermercado";"Венесуэлла";"Япония";1046,25
"1820";"Белова";1998-01-15;207,99999922514;"Tofu";"Фрукты";"Blondel pere et fils";"Франция";"Япония";1046,25
"1821";"Кротов";1998-01-20;1950;"Tofu";"Фрукты";"Supremes delices";"Бельгия";"Япония";1046,25
"1822";"Акбаев";1998-02-12;3250;"Tofu";"Фрукты";"Supremes delices";"Бельгия";"Япония";1046,25
"1823";"Белова";1998-02-13;5200;"Tofu";"Фрукты";"Hanari Carnes";"Бразилия";"Япония";1046,25
"1824";"Акбаев";1998-03-05;1950;"Tofu";"Фрукты";"Frankenversand";"Германия";"Япония";1046,25
"1825";"Белова";1998-03-12;5200;"Tofu";"Фрукты";"Vaffeljernet";"Дания";"Япония";1046,25
"1826";"Крылова";1998-03-30;1950;"Tofu";"Фрукты";"Oceano Atlantico Ltda.";"Аргентина";"Япония";1046,25
"1827";"Акбаев";1998-04-03;2593,49999796599;"Tofu";"Фрукты";"Ottilies Kaseladen";"Германия";"Япония";1046,25
"1828";"Новиков";1998-04-06;3900;"Tofu";"Фрукты";"Rattlesnake Canyon Grocery";"США";"Япония";1046,25
"1829";"Новиков";1998-04-10;2340;"Tofu";"Фрукты";"Santu Gourmet";"Норвегия";"Япония";1046,25
"1830";"Новиков";1998-04-30;1300;"Tofu";"Фрукты";"Franchi S.p.A.";"Италия";"Япония";1046,25
"1831";"Крылова";1998-05-04;3093,99997830391;"Tofu";"Фрукты";"Queen Cozinha";"Бразилия";"Япония";1046,25
"1832";"Белова";1998-05-06;260;"Tofu";"Фрукты";"Rattlesnake Canyon Grocery";"США";"Япония";1046,25
"1833";"Кралев";1996-09-18;534,5;"Carnarvon Tigers";"Рыбопродукты";"Ana Trujillo Emparelados";"Мексика";"Австралия";2812,5
